0.0,0,39
0.9522518,0,255
1.796293,0,35
2.59705,0,28
3.419449,0,29
4.198564,0,27
4.999321,0,27
5.778437,0,26
6.557552,0,26
7.358309,0,26
8.180708,0,25
8.959824,0,25
9.76058,0,24
10.56134,0,24
11.31881,0,23
12.11957,0,23
12.92032,0,24
13.69944,0,23
14.52184,0,24
15.34424,0,24
16.145,0,24
16.96739,0,24
17.74651,0,25
18.56891,0,24
19.39131,0,25
20.17042,0,25
20.94954,0,25
21.72865,0,25
22.50777,0,25
23.33017,0,25
24.13093,0,25
24.93168,0,26
25.7108,0,26
26.5332,0,26
27.31231,0,26
28.06978,0,26
28.89218,0,26
29.6713,0,27
29.93101,0,27
30.12578,0,26
31.01311,0,27
31.87879,0,27
32.65791,0,28
33.43702,0,28
34.23778,0,29
35.25496,0,29
35.47138,0,29
36.29378,0,29
37.05125,0,30
37.91693,0,30
38.69605,0,30
39.4968,0,31
40.29756,0,30
41.01175,0,31
41.81251,0,31
42.61326,0,31
43.45731,0,32
44.25806,0,32
45.03718,0,32
45.83793,0,32
46.61705,0,32
47.46109,0,32
48.24021,0,33
49.04096,0,33
49.82008,0,33
50.66412,0,33
51.39995,0,33
51.78951,0,34
52.63355,0,34
53.39102,0,34
54.21342,0,34
55.01418,0,34
55.7933,0,34
56.57241,0,34
57.39481,0,34
58.21721,0,34
59.01796,0,34
59.79708,0,35
60.5762,0,35
61.37695,0,35
62.17771,0,35
62.97846,0,35
63.84415,0,35
64.60163,0,35
65.42402,0,35
66.22478,0,36
67.02554,0,35
67.80465,0,35
68.56212,0,35
69.08153,0,36
69.25467,0,34
70.16364,0,34
70.9644,0,34
71.80843,0,35
72.6092,0,35
73.38831,0,35
74.14578,0,35
74.96818,0,35
75.76894,0,35
76.5697,0,35
77.37045,0,35
78.2145,0,35
78.99361,0,35
79.77272,0,35
80.70333,0,35
81.2011,0,35
82.04514,0,35
82.8459,0,35
83.62501,0,35
84.40412,0,35
85.20488,0,34
85.984,0,35
86.82804,0,35
87.65044,0,30
88.42956,0,35
89.23032,0,28
89.9878,0,29
90.83182,0,27
91.5893,0,27
92.39006,0,26
93.21246,0,26
94.01322,0,25
94.83562,0,25
95.63638,0,25
96.43712,0,25
97.21624,0,26
98.017,0,26
98.77448,0,25
99.57522,0,25
100.376,0,24
101.22,0,24
101.9775,0,25
102.8432,0,24
103.6223,0,24
104.4447,0,24
105.2238,0,24
106.0029,0,24
106.8253,0,24
107.5828,0,24
108.3836,0,24
109.1843,0,24
110.0067,0,24
110.7642,0,24
111.5866,0,24
112.3657,0,24
113.1665,0,24
113.9672,0,24
114.7463,0,24
115.5255,0,24
115.9799,0,24
116.2396,0,23
117.1486,0,24
117.9926,0,23
118.7934,0,24
119.6158,0,24
120.4166,0,24
121.174,0,24
121.9748,0,25
122.7755,0,24
123.5763,0,25
124.3554,0,25
125.286,0,25
125.5457,0,25
126.4114,0,26
127.2122,0,27
127.9696,0,26
128.7488,0,26
129.6144,0,26
130.6749,0,26
131.0861,0,26
131.9301,0,26
132.7093,0,26
133.5317,0,27
134.3541,0,27
135.1548,0,28
135.9339,0,28
136.713,0,28
137.5571,0,30
138.3362,0,30
139.1153,0,30
139.8944,0,32
140.6735,0,32
141.4743,0,32
142.2534,0,34
143.0758,0,42
143.8333,0,42
144.7423,0,42
145.4997,0,42
146.3005,0,42
147.0796,0,41
147.8803,0,42
148.6595,0,41
149.4819,0,41
150.2826,0,41
151.0834,0,41
151.8841,0,40
152.6633,0,40
153.464,0,40
154.2431,0,40
155.0439,0,40
155.823,0,40
156.6021,0,41
157.4029,0,40
158.2036,0,41
159.0693,0,41
159.8701,0,41
160.6492,0,42
161.4499,0,42
162.1641,0,42
162.9865,0,43
