0.0,0,36
3.051534,0,27
5.929931,0,23
8.786686,0,24
11.64344,0,23
14.5002,0,24
17.35695,0,24
20.23535,0,26
23.0921,0,25
25.9705,0,26
28.82726,0,27
31.68401,0,28
34.54076,0,28
37.39752,0,29
40.25428,0,30
43.11103,0,30
45.44838,0,31
48.32678,0,32
51.18353,0,32
54.08357,0,32
57.00525,0,33
59.88365,0,33
62.7404,0,33
65.59715,0,34
68.45391,0,34
68.62705,0,34
70.96439,0,34
73.21516,0,35
76.09357,0,35
78.51748,0,35
81.2011,0,35
84.05784,0,35
86.89296,0,34
89.77136,0,34
92.62812,0,34
95.48488,0,34
98.34164,0,26
101.1984,0,25
104.1201,0,25
107.0417,0,24
109.206,0,23
111.5649,0,23
113.5777,0,24
116.4128,0,24
119.2912,0,24
122.1479,0,25
125.0047,0,25
127.1039,0,26
129.939,0,26
132.7958,0,25
135.6742,0,25
138.531,0,25
141.3877,0,26
144.2445,0,26
147.1229,0,28
149.9796,0,31
152.9013,0,42
153.7453,0,41
155.2386,0,41
158.117,0,40
160.3029,0,41
162.532,0,40
165.4321,0,40
168.2888,0,41
171.1239,0,42
173.9807,0,61
176.8374,0,64
179.7591,0,66
